OrderID,Date,Time,NumberOfGuests,MadeBy,HandeledBy
4873, 2015-03-14,10:07,1,1000009930,5033750
4874, 2015-10-29,04:00,6,1000001600,5020250
4875, 2016-09-25,20:05,3,1000010731,5022500
4876, 2014-12-11,02:38,3,1000011616,5036000
4877, 2014-12-25,17:30,6,1000014172,5097875
4878, 2015-08-21,07:54,4,1000001430,5005625
4879, 2017-11-01,08:47,1,1000004706,5063000
4880, 2015-11-18,10:37,2,1000006626,5111375
4881, 2016-01-16,21:08,5,1000001685,5011250
4882, 2016-07-05,07:46,2,1000003161,5086625
4883, 2013-11-16,15:22,1,1000009113,5052875
4884, 2014-12-21,01:02,2,1000011279,5036000
4885, 2013-06-28,17:55,1,1000014048,5016875
4886, 2015-09-14,07:37,3,1000011171,5034875
4887, 2017-12-10,06:10,3,1000011871,5102375
4888, 2015-01-03,02:44,3,1000003279,5045000
4889, 2017-06-29,16:10,3,1000006405,5094500
4890, 2018-01-30,01:31,5,1000010370,5056250
4891, 2013-05-30,18:23,6,1000007998,5019125
4892, 2014-11-20,00:20,5,1000004495,5015750
4893, 2016-01-31,14:45,4,1000000714,5095625
4894, 2017-09-03,10:25,3,1000003848,5052875
4895, 2014-11-02,07:18,5,1000003423,5103500
4896, 2015-05-29,22:02,1,1000010437,5007875
4897, 2017-01-30,12:18,5,1000004657,5092250
4898, 2017-08-14,20:57,3,1000005153,5020250
4899, 2017-09-08,05:08,2,1000010119,5097875
4900, 2013-11-13,08:10,5,1000009510,5063000
4901, 2014-10-15,20:34,2,1000013387,5010125
4902, 2015-07-11,13:23,2,1000007855,5090000
4903, 2014-06-17,17:58,4,1000006452,5110250
4904, 2017-11-19,17:58,6,1000001036,5094500
4905, 2015-06-06,06:36,1,1000002819,5093375
4906, 2014-09-08,12:42,4,1000010305,5105750
4907, 2017-07-04,22:53,2,1000012730,5030375
4908, 2015-06-20,14:27,5,1000012932,5015750
4909, 2015-04-17,14:52,2,1000012664,5040500
4910, 2014-01-28,18:42,1,1000006874,5068625
4911, 2013-11-27,07:39,4,1000013015,5000000
4912, 2018-04-10,21:57,3,1000004557,5111375
4913, 2015-01-12,13:02,3,1000004380,5031500
4914, 2015-09-24,05:06,3,1000007817,5007875
4915, 2017-07-09,06:35,1,1000010323,5037125
4916, 2014-03-15,13:50,2,1000000203,5039375
4917, 2015-09-29,02:12,3,1000014418,5076500
4918, 2018-02-25,20:42,3,1000008328,5039375
4919, 2013-11-10,02:10,5,1000002825,5003375
4920, 2015-08-22,19:52,2,1000008320,5084375
4921, 2016-06-06,19:39,1,1000007874,5011250
4922, 2013-08-25,03:31,2,1000013951,5096750
4923, 2016-02-13,07:55,5,1000003393,5086625
4924, 2016-06-03,18:59,6,1000004690,5025875
4925, 2017-10-19,13:18,2,1000014093,5086625
4926, 2016-05-27,14:40,3,1000011505,5083250
4927, 2015-10-27,07:34,1,1000001882,5093375
4928, 2013-06-15,19:31,4,1000010589,5024750
4929, 2016-06-09,10:34,1,1000011791,5103500
4930, 2014-11-04,17:24,3,1000004063,5102375
4931, 2014-02-07,12:51,2,1000004612,5078750
4932, 2014-10-03,01:33,1,1000011871,5031500
4933, 2017-10-23,22:50,3,1000008646,5012375
4934, 2017-12-11,11:12,1,1000010181,5100125
4935, 2016-10-08,19:17,2,1000001069,5054000
4936, 2015-05-26,05:51,6,1000002665,5006750
4937, 2017-06-11,18:31,3,1000012187,5077625
4938, 2013-09-19,21:56,5,1000002177,5019125
4939, 2017-03-18,09:00,1,1000011644,5006750
4940, 2013-09-15,22:34,6,1000010331,5086625
4941, 2016-11-18,13:08,6,1000005912,5109125
4942, 2018-01-27,07:26,1,1000011584,5088875
4943, 2016-03-13,07:09,4,1000013328,5041625
4944, 2015-11-04,19:00,4,1000009286,5076500
4945, 2014-08-12,12:24,3,1000013051,5047250
4946, 2018-01-11,23:10,6,1000003196,5009000
4947, 2014-09-09,09:06,1,1000009262,5086625
4948, 2013-12-13,23:06,2,1000011277,5091125
4949, 2017-04-28,16:43,1,1000013922,5111375
4950, 2014-01-20,10:14,1,1000001679,5019125
4951, 2018-02-20,08:54,5,1000003462,5064125
4952, 2016-10-27,23:00,4,1000002622,5094500
4953, 2017-06-11,12:46,4,1000002510,5082125
4954, 2013-12-12,11:02,5,1000014346,5077625
4955, 2016-01-08,08:30,6,1000007902,5003375
4956, 2017-11-03,17:37,4,1000002394,5012375
4957, 2016-12-21,01:27,3,1000014117,5011250
4958, 2017-07-09,12:41,2,1000013557,5016875
4959, 2017-07-13,10:31,3,1000012691,5006750
4960, 2015-10-25,19:56,4,1000012997,5003375
4961, 2017-04-30,13:23,6,1000013217,5021375
4962, 2014-01-02,17:00,6,1000004936,5084375
4963, 2018-01-15,01:14,5,1000012035,5103500
4964, 2014-02-28,09:51,6,1000003665,5018000
4965, 2013-09-30,16:50,6,1000012114,5031500
4966, 2015-04-05,19:42,6,1000003047,5014625
4967, 2013-08-10,21:10,4,1000011649,5050625
4968, 2013-12-20,22:15,5,1000003679,5085500
4969, 2013-05-21,02:22,2,1000002129,5059625
4970, 2013-12-30,06:29,5,1000014075,5045000
4971, 2016-11-22,11:21,3,1000010235,5022500
4972, 2016-06-13,06:54,6,1000004576,5102375
4973, 2016-07-08,18:51,2,1000013051,5082125
4974, 2013-11-19,17:49,4,1000014777,5034875
4975, 2015-08-15,03:53,2,1000005268,5047250
4976, 2015-06-18,15:12,3,1000012324,5108000
4977, 2017-08-24,10:29,5,1000006474,5103500
4978, 2016-08-17,06:05,6,1000002660,5049500
4979, 2013-09-22,05:46,4,1000000322,5041625
4980, 2017-02-16,10:09,2,1000005992,5001125
4981, 2014-07-11,20:24,2,1000000399,5011250
4982, 2016-05-02,23:07,6,1000014490,5036000
4983, 2014-11-24,08:32,3,1000013208,5043875
4984, 2014-07-15,11:13,2,1000003654,5007875
4985, 2016-07-31,05:39,5,1000012430,5037125
4986, 2013-08-16,21:54,5,1000013471,5100125
4987, 2013-08-22,00:39,6,1000001057,5004500
4988, 2014-01-17,23:53,6,1000003360,5075375
4989, 2014-04-19,11:17,3,1000014088,5028125
4990, 2016-09-18,10:10,4,1000000812,5014625
4991, 2016-05-29,16:33,3,1000008328,5099000
4992, 2015-07-16,23:11,6,1000012741,5029250
4993, 2016-11-24,04:01,1,1000007523,5020250
4994, 2014-09-02,00:58,1,1000011122,5101250
4995, 2017-10-23,10:14,6,1000009467,5052875
4996, 2013-08-14,20:34,2,1000001070,5067500
4997, 2014-05-06,22:41,1,1000013673,5094500
4998, 2016-09-30,10:56,1,1000011680,5032625
4999, 2014-09-24,07:38,1,1000009866,5006750
5000, 2016-04-22,01:53,3,1000006327,5103500
5001, 2015-03-04,08:38,4,1000009509,5006750
5002, 2016-10-15,01:10,1,1000000620,5032625
5003, 2016-04-12,03:10,3,1000010555,5097875
5004, 2017-01-20,23:37,5,1000011854,5110250
5005, 2013-09-06,23:57,1,1000014084,5048375
5006, 2015-06-28,07:30,6,1000010720,5030375
5007, 2015-08-14,03:31,5,1000003161,5076500
5008, 2017-06-01,22:56,2,1000005571,5088875
5009, 2017-12-01,21:18,6,1000003030,5103500
5010, 2018-01-12,11:17,2,1000004739,5064125
5011, 2018-01-16,21:08,5,1000007240,5025875
5012, 2017-01-07,19:16,3,1000008941,5076500
5013, 2015-10-29,03:50,6,1000004415,5013500
5014, 2015-12-22,15:47,6,1000007223,5083250
5015, 2014-07-10,03:59,6,1000006080,5003375
5016, 2013-09-09,08:00,2,1000010477,5014625
5017, 2014-06-18,10:43,1,1000000789,5032625
5018, 2014-12-02,00:14,3,1000002885,5038250
5019, 2014-06-06,05:36,4,1000000365,5025875
5020, 2016-02-19,00:31,6,1000002641,5074250
5021, 2015-02-18,09:01,5,1000012676,5005625
5022, 2018-01-22,02:53,4,1000013674,5103500
5023, 2013-09-29,22:51,2,1000011424,5064125
5024, 2017-11-12,18:48,4,1000010341,5025875
5025, 2013-09-05,01:43,3,1000002142,5003375
5026, 2014-11-13,08:23,6,1000008349,5050625
5027, 2017-10-17,22:35,2,1000012226,5055125
5028, 2014-04-22,11:19,2,1000005473,5049500
5029, 2015-11-14,17:51,2,1000002246,5054000
5030, 2014-12-02,17:18,2,1000002085,5068625
5031, 2015-01-02,06:31,5,1000013161,5000000
5032, 2017-09-16,09:00,2,1000013843,5002250
5033, 2017-01-12,14:08,3,1000004423,5019125
5034, 2016-08-13,13:13,3,1000005763,5082125
5035, 2016-05-09,11:23,6,1000005704,5102375
5036, 2015-03-24,17:52,4,1000004085,5012375
5037, 2015-12-21,03:32,1,1000003337,5019125
5038, 2017-02-24,17:17,3,1000010313,5039375
5039, 2014-10-11,02:03,5,1000010225,5083250
5040, 2017-01-08,02:52,5,1000013192,5110250
5041, 2014-01-13,13:47,5,1000014200,5101250
5042, 2013-04-20,12:09,4,1000001678,5066375
5043, 2013-05-14,11:59,5,1000006703,5021375
5044, 2017-03-21,03:06,1,1000009138,5078750
5045, 2017-03-18,10:19,1,1000004600,5057375
5046, 2018-01-12,09:06,3,1000007325,5033750
5047, 2017-02-10,15:56,2,1000009736,5086625
5048, 2015-01-19,14:02,3,1000013121,5104625
5049, 2016-10-09,16:16,6,1000009663,5038250
5050, 2014-01-22,01:24,4,1000011600,5096750
5051, 2015-02-16,19:16,1,1000001826,5079875
5052, 2017-01-30,20:10,5,1000005604,5002250
5053, 2014-02-14,15:59,1,1000007893,5023625
5054, 2014-08-31,12:25,4,1000000052,5031500
5055, 2013-11-04,09:05,4,1000012703,5069750
5056, 2016-06-08,03:30,6,1000003272,5023625
5057, 2017-03-18,03:30,5,1000007376,5037125
5058, 2018-01-12,13:06,5,1000009648,5031500
5059, 2015-01-11,00:04,6,1000002847,5031500
5060, 2015-01-20,14:10,1,1000012828,5059625
5061, 2016-01-29,06:17,4,1000010060,5052875
5062, 2016-10-17,16:33,1,1000009291,5099000
5063, 2014-01-13,13:01,5,1000001718,5085500
5064, 2016-06-06,14:02,5,1000011874,5055125
5065, 2014-01-22,01:27,2,1000005191,5108000
5066, 2017-07-15,16:22,5,1000013606,5029250
5067, 2018-03-22,01:19,5,1000000102,5042750
5068, 2018-03-12,09:34,4,1000001707,5024750
5069, 2014-07-30,05:20,1,1000012753,5021375
5070, 2013-10-10,12:06,6,1000010880,5034875
5071, 2016-10-20,04:02,2,1000007378,5102375
5072, 2015-01-22,09:37,6,1000007017,5101250
5073, 2014-01-15,16:37,2,1000001527,5028125
5074, 2017-06-15,12:32,5,1000014140,5027000
5075, 2016-06-01,19:11,5,1000014460,5040500
5076, 2016-04-23,22:09,2,1000014130,5079875
5077, 2018-03-03,07:36,6,1000000887,5085500
5078, 2017-06-08,10:17,2,1000005304,5075375
5079, 2014-05-19,17:54,1,1000013425,5051750
5080, 2016-09-08,15:25,1,1000013519,5074250
5081, 2017-04-28,19:04,5,1000005261,5025875
5082, 2013-11-18,00:15,6,1000010706,5013500
5083, 2017-01-08,19:03,3,1000012071,5082125
5084, 2015-02-06,01:44,4,1000011906,5023625
5085, 2014-11-18,01:13,2,1000011528,5057375
5086, 2014-12-09,21:42,3,1000004380,5040500
5087, 2017-09-21,22:24,5,1000001085,5020250
5088, 2014-09-13,10:31,1,1000008451,5009000
5089, 2013-05-24,15:14,4,1000012793,5004500
5090, 2014-07-11,23:12,2,1000000270,5102375
5091, 2015-01-18,09:58,5,1000004083,5002250
5092, 2014-04-19,00:03,1,1000004108,5066375
5093, 2014-08-16,13:36,3,1000006641,5033750
5094, 2014-11-03,07:53,4,1000013247,5045000
5095, 2013-12-11,11:29,2,1000005332,5083250
5096, 2013-09-02,06:54,3,1000000296,5100125
5097, 2017-11-22,23:51,4,1000001063,5002250
5098, 2015-11-22,23:38,5,1000001132,5030375
5099, 2013-05-03,02:21,2,1000006940,5002250
5100, 2017-07-16,01:18,1,1000014607,5074250
5101, 2017-01-26,22:58,4,1000000432,5034875
5102, 2013-10-01,16:07,6,1000006691,5004500
5103, 2017-06-14,04:23,6,1000009711,5072000
5104, 2016-05-01,13:48,4,1000013164,5079875
5105, 2017-05-17,19:41,5,1000013703,5065250
5106, 2015-10-04,10:32,1,1000000907,5020250
5107, 2015-05-05,16:23,3,1000005828,5034875
5108, 2017-12-13,23:01,3,1000011553,5036000
5109, 2014-01-16,15:02,1,1000006143,5002250
5110, 2013-08-28,04:54,6,1000012740,5083250
5111, 2015-09-01,11:04,4,1000009659,5063000
5112, 2013-08-10,21:05,3,1000003202,5057375
5113, 2017-03-08,16:12,5,1000005938,5104625
5114, 2015-05-27,17:59,1,1000001853,5043875
5115, 2017-01-07,04:01,2,1000003864,5105750
5116, 2017-12-06,22:19,3,1000004162,5060750
5117, 2015-01-17,00:29,2,1000005836,5054000
5118, 2017-11-20,03:07,3,1000008555,5070875
5119, 2015-11-22,22:52,1,1000014518,5097875
5120, 2013-10-29,02:25,4,1000013057,5013500
5121, 2017-04-13,20:32,3,1000000115,5037125
5122, 2017-01-24,01:26,6,1000001414,5022500
5123, 2014-06-27,07:44,3,1000013869,5034875
5124, 2016-04-24,21:25,4,1000004522,5046125
5125, 2016-01-31,02:36,1,1000004895,5016875
5126, 2016-12-10,09:52,6,1000011517,5055125
5127, 2016-05-26,03:26,5,1000013948,5056250
5128, 2016-09-17,21:13,6,1000003951,5105750
5129, 2015-08-07,21:16,5,1000006459,5006750
5130, 2014-09-21,20:23,6,1000009417,5025875
5131, 2017-08-16,21:45,1,1000012232,5027000
5132, 2016-06-08,19:26,4,1000010201,5015750
5133, 2016-10-12,07:29,3,1000000637,5083250
5134, 2017-11-26,09:36,5,1000000574,5059625
5135, 2015-09-15,05:57,1,1000009997,5046125
5136, 2017-07-14,17:28,6,1000007906,5012375
5137, 2014-06-27,04:28,5,1000012795,5001125
5138, 2017-07-13,11:46,3,1000002869,5068625
5139, 2017-11-13,07:41,4,1000003098,5050625
5140, 2018-03-25,01:49,3,1000005756,5039375
5141, 2016-04-26,21:20,4,1000011199,5085500
5142, 2016-09-17,19:10,3,1000005942,5074250
5143, 2018-03-13,14:22,6,1000006705,5079875
5144, 2013-05-05,17:53,5,1000014028,5036000
5145, 2014-01-31,06:25,6,1000007318,5049500
5146, 2015-07-16,01:15,6,1000001515,5094500
5147, 2017-09-20,13:33,4,1000000958,5021375
5148, 2017-05-14,08:26,2,1000014174,5020250
5149, 2018-02-07,05:45,5,1000004462,5029250
5150, 2016-02-14,18:41,2,1000013051,5074250
5151, 2017-05-25,03:24,3,1000001847,5078750
5152, 2016-10-07,08:11,3,1000003182,5000000
5153, 2013-08-17,15:20,2,1000007272,5074250
5154, 2014-07-18,10:59,4,1000002165,5101250
5155, 2017-08-27,07:34,4,1000009825,5051750
5156, 2018-01-29,03:08,4,1000002264,5081000
5157, 2017-07-03,02:21,2,1000014714,5020250
5158, 2018-04-14,21:43,1,1000005847,5070875
5159, 2014-01-20,23:36,3,1000009797,5096750
5160, 2017-12-27,21:24,3,1000001265,5091125
5161, 2015-04-15,00:17,6,1000005967,5007875
5162, 2017-05-04,08:10,3,1000012393,5065250
5163, 2014-04-03,11:36,6,1000000619,5081000
5164, 2014-01-31,23:30,4,1000005208,5037125
5165, 2013-05-08,09:43,5,1000013363,5036000
5166, 2016-09-24,19:12,1,1000011580,5014625
5167, 2014-08-19,02:16,6,1000007488,5074250
5168, 2016-05-16,19:16,2,1000006052,5091125
5169, 2016-06-08,18:24,3,1000006563,5054000
5170, 2015-09-04,23:26,2,1000001546,5022500
5171, 2017-02-11,06:22,6,1000005483,5009000
5172, 2016-10-17,21:37,5,1000004720,5045000
5173, 2016-07-30,07:18,6,1000008209,5106875
5174, 2016-11-25,16:37,2,1000011081,5075375
5175, 2014-08-31,08:12,4,1000004433,5078750
5176, 2015-07-19,22:09,4,1000001949,5060750
5177, 2018-02-19,12:05,1,1000009066,5001125
5178, 2015-11-15,01:41,3,1000004144,5047250
5179, 2017-06-25,08:05,2,1000013110,5040500
5180, 2017-01-25,17:06,1,1000001136,5092250
5181, 2015-03-26,15:13,6,1000000589,5094500
5182, 2014-06-09,01:58,5,1000008004,5052875
5183, 2017-03-13,04:50,3,1000014614,5063000
5184, 2016-05-20,04:41,6,1000000112,5045000
5185, 2017-07-15,23:57,4,1000004480,5058500
5186, 2018-03-21,11:19,3,1000010146,5090000
5187, 2013-07-03,07:17,4,1000001475,5016875
5188, 2015-10-17,19:24,4,1000006185,5039375
5189, 2014-11-27,10:53,3,1000008038,5003375
5190, 2013-09-22,19:47,3,1000014290,5025875
5191, 2013-06-14,02:14,6,1000006279,5087750
5192, 2017-06-23,13:22,3,1000009951,5072000
5193, 2014-04-12,12:15,4,1000007636,5003375
5194, 2018-01-07,01:54,5,1000005536,5002250
5195, 2017-01-02,14:09,2,1000002409,5011250
5196, 2017-09-22,18:48,6,1000014923,5019125
5197, 2013-11-09,14:33,3,1000007788,5074250
5198, 2014-05-27,19:35,6,1000012627,5054000
5199, 2017-02-09,09:14,6,1000007165,5106875
5200, 2017-11-08,17:45,3,1000002635,5078750
5201, 2017-07-30,01:23,2,1000010794,5018000
5202, 2018-01-23,14:33,1,1000012368,5109125
5203, 2015-06-30,19:22,4,1000006615,5055125
5204, 2013-09-23,15:43,6,1000014455,5024750
5205, 2014-04-27,01:02,5,1000013361,5031500
5206, 2014-02-04,14:45,1,1000007499,5003375
5207, 2014-07-19,22:38,2,1000010722,5082125
5208, 2014-08-19,14:32,2,1000009814,5029250
5209, 2016-06-11,18:30,4,1000014123,5003375
5210, 2014-11-20,07:46,3,1000009343,5077625
5211, 2017-08-13,22:16,3,1000002244,5027000
5212, 2017-02-27,03:11,6,1000006052,5027000
5213, 2014-10-29,18:01,3,1000004267,5052875
5214, 2016-11-15,00:59,5,1000009507,5064125
5215, 2015-10-05,22:18,6,1000000723,5060750
5216, 2014-09-08,03:11,5,1000004259,5007875
5217, 2017-07-26,08:42,2,1000009716,5083250
5218, 2014-10-15,16:54,5,1000013527,5102375
5219, 2015-05-06,01:21,6,1000014430,5007875
5220, 2018-02-15,14:42,2,1000008277,5109125
5221, 2017-12-21,03:21,1,1000008419,5003375
5222, 2014-02-12,11:15,3,1000000883,5029250
5223, 2015-10-20,19:06,3,1000010751,5012375
5224, 2016-11-05,20:10,6,1000013543,5045000
5225, 2015-01-30,11:41,5,1000003191,5034875
5226, 2013-09-06,09:40,5,1000008645,5006750
5227, 2018-03-09,17:29,6,1000004353,5079875
5228, 2017-11-28,04:39,5,1000003474,5033750
5229, 2014-07-17,15:26,6,1000013359,5003375
5230, 2017-01-16,01:34,6,1000012992,5046125
5231, 2018-02-23,09:43,2,1000008976,5079875
5232, 2013-12-18,21:19,1,1000010614,5036000
5233, 2014-07-04,00:56,2,1000002413,5108000
5234, 2017-04-16,22:36,4,1000007341,5069750
5235, 2014-09-30,19:21,3,1000008841,5049500
5236, 2016-09-29,09:30,1,1000004395,5073125
5237, 2015-04-12,21:37,6,1000008739,5104625
5238, 2015-11-20,22:25,6,1000012820,5027000
5239, 2014-08-11,20:17,1,1000012283,5020250
5240, 2017-12-19,07:45,2,1000006572,5109125
5241, 2013-04-24,06:20,4,1000004143,5036000
5242, 2014-06-29,18:00,1,1000001453,5006750
5243, 2016-06-12,01:43,2,1000010231,5000000
5244, 2014-04-10,17:04,6,1000007020,5023625
5245, 2015-07-31,20:54,5,1000013715,5072000
5246, 2014-01-31,05:26,3,1000004023,5109125
5247, 2016-01-14,06:06,6,1000012210,5083250
5248, 2014-11-15,09:04,6,1000004074,5029250
5249, 2014-10-30,00:18,4,1000011940,5021375
5250, 2015-01-21,23:06,6,1000007525,5005625
5251, 2015-07-25,16:09,3,1000013589,5009000
5252, 2015-02-02,20:48,3,1000012691,5028125
5253, 2014-10-29,23:24,5,1000006342,5055125
5254, 2015-01-08,06:32,6,1000009217,5020250
5255, 2013-07-27,13:51,3,1000004203,5042750
5256, 2015-11-07,22:00,3,1000014400,5031500
5257, 2013-12-04,15:29,2,1000001792,5067500
5258, 2015-06-25,03:29,5,1000000888,5000000
5259, 2016-12-09,20:42,5,1000014340,5012375
5260, 2014-07-21,05:05,6,1000003766,5087750
5261, 2017-06-12,01:42,5,1000004549,5025875
5262, 2018-01-31,18:28,5,1000003136,5042750
5263, 2013-07-02,16:00,1,1000004107,5091125
5264, 2016-01-25,00:10,1,1000005498,5070875
5265, 2017-11-09,02:25,2,1000013232,5031500
5266, 2016-10-20,10:59,3,1000009783,5045000
5267, 2016-06-11,22:23,5,1000011878,5019125
5268, 2017-06-08,18:29,3,1000007310,5045000
5269, 2018-04-12,08:47,5,1000001467,5063000
5270, 2015-10-19,18:29,1,1000003778,5033750
5271, 2015-07-29,01:00,2,1000004577,5052875
5272, 2014-11-17,10:03,4,1000011896,5023625
5273, 2017-10-09,11:01,6,1000005523,5085500
5274, 2014-12-21,23:53,3,1000004646,5043875
5275, 2014-11-03,02:39,5,1000009478,5050625
5276, 2014-08-18,05:59,6,1000009350,5110250
5277, 2017-08-02,23:18,1,1000012344,5040500
5278, 2016-01-27,12:21,4,1000010703,5019125
5279, 2014-10-23,02:06,3,1000014382,5033750
5280, 2013-05-21,11:28,4,1000006467,5050625
5281, 2017-01-18,18:57,4,1000013868,5088875
5282, 2013-11-13,12:30,3,1000013399,5032625
5283, 2017-07-19,22:25,3,1000014039,5036000
5284, 2015-10-24,20:07,1,1000011153,5005625
5285, 2018-01-01,18:16,4,1000014376,5105750
5286, 2016-02-10,09:10,4,1000003293,5021375
5287, 2014-02-07,02:31,1,1000001040,5063000
5288, 2014-05-14,15:44,3,1000005627,5001125
5289, 2017-08-09,20:24,6,1000011353,5034875
5290, 2014-01-28,10:38,3,1000012051,5074250
5291, 2014-12-26,14:41,3,1000001679,5040500
5292, 2017-05-28,23:29,4,1000005137,5006750
5293, 2016-09-20,02:47,1,1000012987,5036000
5294, 2013-09-10,15:12,6,1000007001,5004500
5295, 2016-09-07,04:23,4,1000001709,5020250
5296, 2013-07-30,15:14,4,1000002498,5056250
5297, 2017-06-20,12:49,2,1000012889,5020250
5298, 2017-03-31,14:38,1,1000005059,5096750
5299, 2016-09-09,16:47,6,1000014792,5110250
5300, 2017-11-12,18:33,3,1000011775,5052875
5301, 2014-10-19,07:56,3,1000010837,5087750
5302, 2014-01-15,16:30,4,1000010994,5082125
5303, 2014-11-23,01:44,3,1000013355,5048375
5304, 2017-09-08,09:16,6,1000007792,5043875
5305, 2015-09-22,16:28,2,1000003974,5001125
5306, 2015-02-25,03:41,1,1000013468,5088875
5307, 2016-07-29,16:22,6,1000008969,5088875
5308, 2013-09-16,16:34,6,1000012127,5079875
5309, 2013-05-27,13:33,5,1000010338,5016875
5310, 2017-01-29,10:47,6,1000005530,5027000
5311, 2015-09-27,13:20,3,1000006145,5013500
5312, 2015-11-11,21:52,6,1000000490,5093375
5313, 2015-02-04,07:45,3,1000000577,5027000
5314, 2018-01-18,22:22,1,1000009546,5058500
5315, 2016-08-25,17:51,4,1000013151,5046125
5316, 2014-04-19,13:26,3,1000012100,5051750
5317, 2014-09-21,10:45,1,1000006692,5073125
5318, 2015-03-14,23:16,3,1000008179,5083250
5319, 2017-10-18,04:11,3,1000013622,5013500
5320, 2016-07-12,13:13,4,1000012386,5023625
5321, 2013-11-30,05:00,5,1000006998,5030375
5322, 2017-05-17,17:03,6,1000013805,5058500
5323, 2017-08-17,00:15,4,1000000134,5067500
5324, 2017-06-25,15:52,2,1000014798,5096750
5325, 2018-01-07,00:18,6,1000012315,5111375
5326, 2013-07-10,10:21,2,1000006993,5012375
5327, 2016-03-08,08:23,5,1000010963,5095625
5328, 2017-12-30,02:07,1,1000014030,5021375
5329, 2016-01-28,07:41,2,1000008054,5031500
5330, 2013-07-18,09:01,5,1000000030,5037125
5331, 2015-09-20,04:25,2,1000005160,5042750
5332, 2017-02-04,19:08,1,1000013831,5051750
5333, 2015-05-25,22:34,1,1000000860,5093375
5334, 2018-01-15,19:34,5,1000002483,5018000
5335, 2013-07-13,07:30,6,1000010732,5001125
5336, 2017-07-04,14:57,4,1000007715,5102375
5337, 2017-01-26,07:08,5,1000002668,5050625
5338, 2014-11-06,08:00,4,1000002994,5048375
5339, 2014-04-24,16:27,6,1000001652,5012375
5340, 2014-07-27,16:41,5,1000004633,5091125
5341, 2014-04-19,10:06,3,1000013291,5110250
5342, 2017-08-08,22:36,5,1000001929,5073125
5343, 2015-04-22,01:42,1,1000002795,5096750
5344, 2017-02-07,23:35,5,1000006654,5001125
5345, 2013-09-02,06:34,6,1000005968,5100125
5346, 2018-04-12,08:05,2,1000003471,5092250
5347, 2013-06-16,06:15,5,1000013470,5033750
5348, 2016-02-24,19:56,6,1000010875,5039375
5349, 2013-08-13,19:01,2,1000013839,5024750
5350, 2013-08-18,19:47,3,1000003299,5105750
5351, 2016-04-22,17:46,3,1000012124,5094500
5352, 2015-06-12,17:42,3,1000007107,5065250
5353, 2017-06-27,22:57,1,1000001315,5055125
5354, 2018-01-23,13:35,5,1000004687,5037125
5355, 2018-02-12,12:22,4,1000012584,5077625
5356, 2014-04-15,11:27,4,1000013148,5073125
5357, 2015-07-14,00:54,5,1000009001,5055125
5358, 2016-07-20,00:29,4,1000006562,5043875
5359, 2017-07-12,12:42,2,1000010251,5006750
5360, 2016-09-25,03:29,3,1000006195,5020250
5361, 2016-06-24,16:43,3,1000003183,5033750
5362, 2014-05-26,12:28,6,1000009019,5052875
5363, 2015-12-23,15:27,4,1000004305,5032625
5364, 2016-10-24,14:41,4,1000010374,5103500
5365, 2015-05-08,06:03,2,1000008180,5095625
5366, 2017-09-26,23:17,4,1000009189,5060750
5367, 2014-04-29,21:10,3,1000005281,5011250
5368, 2017-12-24,07:11,3,1000014447,5055125
5369, 2016-04-30,23:59,2,1000006813,5084375
5370, 2016-02-24,05:41,1,1000006028,5094500
5371, 2015-05-06,06:10,4,1000005523,5024750
5372, 2013-07-31,07:41,6,1000012725,5001125
5373, 2017-04-26,23:18,6,1000014305,5043875
5374, 2015-03-04,09:15,2,1000002069,5030375
5375, 2016-07-10,16:50,1,1000013187,5043875
5376, 2017-10-31,14:35,6,1000009077,5082125
5377, 2014-06-17,00:38,5,1000001297,5103500
5378, 2013-11-21,06:52,5,1000014241,5065250
5379, 2016-10-03,14:59,4,1000004228,5091125
5380, 2014-02-11,06:00,5,1000014626,5063000
5381, 2015-08-03,13:32,4,1000005098,5072000
5382, 2017-10-16,06:28,5,1000011624,5076500
5383, 2015-04-01,06:37,1,1000009077,5016875
5384, 2017-07-31,22:57,5,1000012741,5011250
5385, 2013-05-18,15:38,4,1000005696,5040500
5386, 2015-04-11,10:05,2,1000003328,5024750
5387, 2017-01-23,17:24,3,1000014650,5049500
5388, 2014-04-21,23:32,2,1000009099,5066375
5389, 2015-07-26,09:06,1,1000006385,5010125
5390, 2018-03-27,13:04,3,1000007399,5060750
5391, 2016-10-29,23:53,3,1000009862,5064125
5392, 2017-02-01,07:42,5,1000002035,5110250
5393, 2018-03-04,17:08,4,1000001039,5093375
5394, 2014-10-18,19:44,4,1000013651,5032625
5395, 2017-03-05,11:38,1,1000000015,5094500
5396, 2016-04-11,20:36,4,1000000096,5103500
5397, 2017-11-11,13:10,6,1000000016,5063000
5398, 2016-02-05,23:06,5,1000004669,5020250
5399, 2016-02-25,17:56,3,1000008334,5087750
5400, 2014-05-12,18:24,1,1000011819,5068625
5401, 2015-10-22,16:57,4,1000014770,5096750
5402, 2014-01-29,14:50,6,1000005484,5111375
5403, 2014-11-17,01:38,1,1000012526,5096750
5404, 2015-09-11,03:52,1,1000003794,5032625
5405, 2013-10-03,21:12,6,1000009835,5051750
5406, 2013-04-27,04:13,1,1000004831,5052875
5407, 2015-07-21,20:06,2,1000010814,5004500
5408, 2014-10-01,00:46,6,1000014952,5105750
5409, 2015-05-29,11:35,6,1000014186,5028125
