OrderID,IMO_Number,Room_Number,Voyage_Code
6007,9103996,213,101
6008,9103996,691,134
6009,9104005,610,143
6010,9192351,73,123
6011,9192351,104,126
6012,9228186,183,122
6013,9103996,438,113
6014,9104005,372,117
6015,9228186,602,149
6016,9103996,409,118
6017,9169550,590,110
6018,9215490,313,148
6019,9103996,277,125
6020,9104005,400,114
6021,9104005,585,107
6022,9169550,454,110
6023,9192363,623,140
6024,9104005,626,114
6025,9104005,378,143
6026,9103996,122,111
6027,9150913,452,141
6028,9103996,380,105
6029,9150913,551,103
6030,9215490,185,148
6031,9103996,248,118
6032,9187887,113,145
6033,9187887,283,135
6034,9192351,99,121
6035,9103996,700,101
6036,9104005,389,117
6037,9192351,483,138
6038,9215490,187,128
6039,9104005,652,107
6040,9103996,247,137
6041,9103996,398,113
6042,9150913,173,141
6043,9103996,372,131
6044,9150913,458,112
6045,9169550,236,110
6046,9215490,254,148
6047,9104005,54,143
6048,9187887,455,145
6049,9104005,493,114
6050,9150913,641,141
6051,9228186,490,122
6052,9103996,21,142
6053,9192351,561,121
6054,9228186,420,104
6055,9192351,479,146
6056,9215490,599,148
6057,9103996,462,105
6058,9192351,311,115
6059,9150913,573,112
6060,9150913,386,133
6061,9150913,290,103
6062,9192351,111,126
6063,9169550,423,136
6064,9104005,484,117
6065,9103996,250,134
6066,9169550,153,144
6067,9192363,2,147
6068,9215490,291,108
6069,9192351,649,115
6070,9192351,87,121
6071,9192363,408,119
6072,9150913,308,103
6073,9169550,679,110
6074,9104005,288,143
6075,9187887,650,135
6076,9104005,511,143
6077,9103996,577,101
6078,9228186,581,130
6079,9104005,647,114
6080,9104005,321,117
6081,9215490,561,128
6082,9187887,85,124
6083,9215490,66,148
6084,9169550,5,144
6085,9215490,113,139
6086,9169550,15,110
6087,9103996,681,142
6088,9192351,688,123
6089,9192351,52,129
6090,9228186,310,130
6091,9169550,648,110
6092,9103996,332,131
6093,9192351,475,115
6094,9103996,605,142
6095,9104005,225,107
6096,9187887,36,135
6097,9192351,590,129
6098,9103996,632,131
6099,9192351,630,100
6100,9228186,454,104
6101,9104005,550,117
6102,9169550,162,136
6103,9192363,51,147
6104,9192351,352,121
6105,9215490,545,120
6106,9169550,426,136
6107,9187887,200,106
6108,9103996,577,101
6109,9192363,68,116
6110,9103996,529,111
6111,9228186,668,102
6112,9192351,73,129
6113,9104005,586,107
6114,9215490,53,139
6115,9103996,140,101
6116,9103996,112,134
6117,9103996,566,111
6118,9192363,657,116
6119,9104005,55,114
6120,9150913,19,103
6121,9215490,563,128
6122,9228186,210,104
6123,9192351,541,100
6124,9169550,290,144
6125,9104005,132,114
6126,9103996,383,101
6127,9228186,91,127
6128,9192351,165,121
6129,9228186,492,104
6130,9187887,268,124
6131,9103996,689,125
6132,9192351,194,100
6133,9103996,679,113
6134,9192351,130,126
6135,9103996,592,113
6136,9192351,345,129
6137,9150913,343,112
6138,9103996,128,131
6139,9192363,199,140
6140,9103996,470,101
6141,9104005,300,107
6142,9215490,385,139
6143,9150913,432,141
6144,9103996,7,125
6145,9103996,3,137
6146,9192351,99,121
6147,9150913,312,109
6148,9228186,67,130
6149,9150913,269,112
6150,9215490,36,108
6151,9192351,501,126
6152,9192363,585,140
6153,9192351,460,100
6154,9103996,122,111
6155,9150913,574,133
6156,9103996,301,142
6157,9103996,322,101
6158,9192351,195,129
6159,9103996,156,131
6160,9187887,354,135
6161,9169550,629,132
6162,9192351,167,123
6163,9150913,272,112
6164,9192351,591,115
6165,9103996,207,111
6166,9150913,479,103
6167,9104005,681,114
6168,9103996,108,111
6169,9192351,556,123
6170,9192363,125,119
6171,9169550,680,132
6172,9150913,365,133
6173,9192363,48,116
6174,9215490,70,148
6175,9228186,641,104
6176,9103996,580,142
6177,9192351,484,126
6178,9103996,22,125
6179,9103996,448,131
6180,9192351,397,146
6181,9103996,388,118
6182,9192351,192,115
6183,9228186,93,127
6184,9187887,600,145
6185,9192363,129,147
6186,9228186,375,104
6187,9150913,596,109
6188,9150913,308,109
6189,9103996,281,125
6190,9150913,649,109
6191,9103996,480,105
6192,9228186,593,130
6193,9103996,344,142
6194,9150913,643,112
6195,9192351,212,126
6196,9228186,69,102
6197,9228186,676,122
6198,9187887,356,135
6199,9192351,681,123
6200,9215490,133,120
6201,9215490,100,120
6202,9169550,290,144
6203,9228186,529,122
6204,9192351,130,121
6205,9228186,313,127
6206,9192363,449,119
6207,9150913,143,112
6208,9169550,500,144
6209,9169550,53,144
6210,9228186,39,130
6211,9103996,591,118
6212,9150913,460,133
6213,9150913,39,141
6214,9192363,77,147
6215,9103996,627,142
6216,9103996,414,131
6217,9104005,129,107
6218,9228186,241,127
6219,9215490,365,148
6220,9103996,34,134
6221,9192363,163,119
6222,9192351,258,121
6223,9192351,371,121
6224,9228186,638,149
6225,9228186,72,127
6226,9215490,82,128
6227,9228186,618,104
6228,9103996,340,118
6229,9169550,256,110
6230,9104005,514,107
6231,9103996,585,111
6232,9103996,370,142
6233,9192351,500,100
6234,9228186,66,104
6235,9169550,208,132
6236,9150913,684,112
6237,9215490,635,128
6238,9169550,424,110
6239,9192351,192,123
6240,9104005,320,143
6241,9104005,602,117
6242,9192363,28,147
6243,9192351,56,100
6244,9215490,211,108
6245,9103996,389,111
6246,9192351,100,123
6247,9215490,680,108
6248,9228186,293,149
6249,9104005,337,107
6250,9192351,148,129
6251,9104005,667,114
6252,9192363,574,119
6253,9192351,439,138
6254,9103996,141,137
6255,9192351,193,123
6256,9192363,50,140
6257,9103996,263,131
6258,9187887,122,135
6259,9192363,551,116
6260,9103996,196,113
6261,9215490,522,128
6262,9228186,138,122
6263,9187887,162,106
6264,9192351,409,138
6265,9187887,123,124
6266,9192351,585,146
6267,9228186,659,104
6268,9215490,430,128
6269,9150913,36,112
6270,9187887,621,135
6271,9192351,311,129
6272,9103996,570,118
6273,9228186,398,149
6274,9192363,681,140
6275,9192351,630,138
6276,9228186,479,102
6277,9103996,601,125
6278,9215490,614,139
6279,9192363,245,140
6280,9215490,384,108
6281,9150913,689,103
6282,9228186,473,122
6283,9103996,129,101
6284,9103996,573,134
6285,9192351,632,121
6286,9192363,622,116
6287,9103996,510,131
6288,9187887,377,124
6289,9103996,359,101
6290,9192363,348,116
6291,9104005,377,107
6292,9169550,207,136
6293,9150913,96,141
6294,9192363,591,140
6295,9228186,689,127
6296,9150913,19,112
6297,9228186,196,130
6298,9192351,349,138
6299,9192351,151,100
6300,9192351,355,138
6301,9187887,632,124
6302,9169550,695,144
6303,9192351,149,126
6304,9169550,699,132
6305,9228186,146,149
6306,9192351,382,100
6307,9228186,217,149
6308,9192363,421,140
6309,9187887,559,124
6310,9169550,421,136
6311,9150913,455,133
6312,9150913,507,109
6313,9192351,414,138
6314,9192351,322,100
6315,9228186,308,149
6316,9215490,619,120
6317,9169550,150,132
6318,9192351,697,129
6319,9103996,581,131
6320,9150913,621,133
6321,9103996,645,105
6322,9169550,234,144
6323,9192351,518,123
6324,9192363,195,147
6325,9215490,335,108
6326,9150913,176,141
6327,9187887,309,124
6328,9215490,12,128
6329,9215490,458,128
6330,9150913,446,109
6331,9103996,218,118
6332,9103996,141,101
6333,9215490,222,128
6334,9169550,188,132
6335,9215490,425,108
6336,9228186,442,149
6337,9103996,296,101
6338,9103996,140,134
6339,9228186,244,122
6340,9192351,243,138
6341,9104005,536,143
6342,9192363,73,116
6343,9215490,132,128
6344,9192351,388,138
6345,9192363,348,119
6346,9104005,698,107
6347,9103996,675,111
6348,9103996,187,125
6349,9192363,81,140
6350,9192363,121,116
6351,9103996,140,142
6352,9192351,321,138
6353,9103996,458,113
6354,9150913,668,133
6355,9104005,520,117
6356,9215490,147,139
6357,9192351,261,129
6358,9228186,312,104
6359,9150913,439,141
6360,9103996,496,125
6361,9169550,94,132
6362,9104005,455,114
6363,9228186,363,127
6364,9192351,516,121
6365,9192351,70,129
6366,9104005,276,107
6367,9228186,422,127
6368,9228186,617,149
6369,9192351,495,115
6370,9103996,605,125
6371,9150913,41,112
6372,9215490,463,148
6373,9169550,552,144
6374,9192363,615,140
6375,9228186,559,149
6376,9192363,407,147
6377,9103996,607,134
6378,9169550,520,144
6379,9192351,471,123
6380,9192351,398,115
6381,9192351,668,146
6382,9215490,448,139
6383,9104005,49,114
6384,9169550,11,144
6385,9192351,576,129
6386,9192351,93,126
6387,9104005,143,107
6388,9215490,626,128
6389,9150913,37,141
6390,9228186,367,102
6391,9103996,255,111
6392,9150913,3,112
6393,9103996,662,134
6394,9104005,202,114
6395,9169550,383,136
6396,9192351,13,129
6397,9104005,547,107
6398,9215490,565,148
6399,9187887,526,106
6400,9150913,620,141
6401,9104005,674,143
6402,9192351,111,115
6403,9192363,20,140
6404,9104005,536,107
6405,9103996,47,137
6406,9169550,42,110
6407,9228186,557,104
6408,9215490,298,128
6409,9192351,408,126
6410,9103996,100,101
6411,9103996,441,118
6412,9228186,647,104
6413,9192363,632,116
6414,9103996,12,137
6415,9104005,494,107
6416,9228186,613,130
6417,9104005,316,117
6418,9103996,299,113
6419,9103996,423,105
6420,9192351,454,138
6421,9103996,343,111
6422,9187887,682,124
6423,9103996,118,111
6424,9228186,335,149
6425,9192363,189,140
6426,9150913,174,133
6427,9150913,316,141
6428,9150913,300,133
6429,9187887,278,135
6430,9192363,326,147
6431,9228186,582,102
6432,9192351,221,121
6433,9104005,402,143
6434,9103996,364,111
6435,9192363,601,119
6436,9169550,436,110
6437,9169550,456,132
6438,9187887,687,106
6439,9228186,327,130
6440,9150913,245,141
6441,9192351,640,146
6442,9103996,216,101
6443,9228186,308,102
6444,9104005,631,107
6445,9192363,47,140
6446,9104005,544,107
6447,9192351,156,146
6448,9215490,282,120
6449,9215490,454,108
6450,9187887,150,145
6451,9150913,293,103
6452,9104005,262,117
6453,9215490,422,148
6454,9150913,617,141
6455,9228186,517,130
6456,9150913,497,133
6457,9169550,653,144
6458,9187887,630,106
6459,9150913,590,109
6460,9103996,559,142
6461,9228186,57,130
6462,9187887,695,135
6463,9228186,528,102
6464,9104005,294,143
6465,9192351,308,123
6466,9104005,167,107
6467,9228186,270,127
6468,9150913,304,109
6469,9150913,631,133
6470,9192363,33,119
6471,9150913,535,141
6472,9228186,339,130
6473,9187887,260,124
6474,9192351,634,115
6475,9192351,233,146
6476,9187887,670,135
6477,9150913,659,103
6478,9150913,694,109
6479,9192351,277,138
6480,9103996,106,142
6481,9192363,341,119
6482,9169550,276,132
6483,9228186,687,102
6484,9104005,18,143
6485,9192363,21,119
6486,9228186,256,127
6487,9150913,316,103
6488,9103996,623,101
6489,9103996,222,111
6490,9103996,495,134
6491,9192363,158,140
6492,9169550,484,132
6493,9187887,165,124
6494,9187887,605,124
6495,9103996,200,101
6496,9103996,407,101
6497,9103996,189,113
6498,9103996,292,131
6499,9187887,442,106
6500,9150913,349,112
6501,9103996,455,118
6502,9228186,494,104
6503,9192363,425,147
6504,9169550,100,136
6505,9150913,644,103
6506,9150913,675,112
6507,9192351,540,146
6508,9103996,173,125
6509,9150913,265,141
6510,9104005,67,107
6511,9150913,601,109
6512,9103996,72,131
6513,9103996,350,113
6514,9104005,112,117
6515,9169550,290,132
6516,9103996,166,111
6517,9104005,462,107
6518,9192363,467,140
6519,9187887,217,135
6520,9192351,437,146
6521,9192351,381,121
6522,9228186,216,130
6523,9192363,198,140
6524,9215490,86,139
6525,9104005,413,143
6526,9103996,584,105
6527,9192351,575,138
6528,9150913,96,112
6529,9187887,319,145
6530,9192351,363,146
6531,9228186,317,102
6532,9103996,261,105
6533,9187887,215,124
6534,9187887,217,145
6535,9150913,624,103
6536,9150913,376,109
6537,9192363,410,116
6538,9169550,178,144
6539,9103996,672,111
6540,9228186,257,127
6541,9103996,60,105
6542,9150913,129,112
6543,9187887,30,145
6544,9192351,578,138
6545,9215490,372,148
6546,9192363,571,140
6547,9215490,600,128
6548,9103996,485,125
6549,9103996,103,134
6550,9103996,431,131
6551,9169550,128,136
6552,9104005,129,107
6553,9103996,21,137
6554,9103996,399,105
6555,9228186,615,127
6556,9228186,523,122
6557,9228186,565,102
6558,9103996,33,134
6559,9187887,634,145
6560,9169550,319,136
6561,9103996,358,113
6562,9104005,343,107
6563,9150913,154,103
6564,9192351,513,100
6565,9215490,67,120
6566,9187887,418,145
6567,9104005,36,114
6568,9192351,681,146
6569,9192351,45,126
6570,9169550,405,144
6571,9150913,688,103
6572,9192351,376,129
6573,9104005,518,114
6574,9169550,557,136
6575,9150913,628,112
6576,9192363,263,116
6577,9104005,452,107
6578,9150913,39,141
6579,9150913,247,141
6580,9192363,657,119
6581,9187887,578,145
6582,9103996,493,111
6583,9150913,418,103
6584,9192363,91,116
6585,9192351,332,129
6586,9228186,173,127
6587,9104005,407,143
6588,9228186,578,130
6589,9192351,541,123
6590,9192351,473,129
6591,9187887,95,145
6592,9103996,452,125
6593,9215490,523,108
6594,9192363,606,147
6595,9215490,417,128
6596,9192363,358,119
6597,9192351,417,115
6598,9104005,323,114
6599,9228186,661,122
6600,9150913,314,133
6601,9192351,581,121
6602,9104005,320,143
6603,9103996,463,118
6604,9228186,153,130
6605,9187887,388,135
6606,9103996,697,142
6607,9215490,118,148
6608,9103996,466,105
6609,9103996,64,134
6610,9103996,611,113
6611,9103996,2,137
6612,9103996,170,125
6613,9192351,661,126
6614,9192351,363,129
6615,9228186,361,127
6616,9150913,291,112
6617,9192351,484,115
6618,9228186,210,130
6619,9187887,111,145
6620,9192351,113,115
6621,9103996,328,113
6622,9150913,98,103
6623,9187887,131,106
6624,9103996,470,105
6625,9192363,211,116
6626,9169550,89,132
6627,9104005,94,114
6628,9192363,531,147
6629,9215490,94,128
6630,9192351,204,129
6631,9103996,640,105
6632,9228186,359,122
6633,9169550,634,132
6634,9104005,365,143
6635,9103996,452,105
6636,9215490,625,108
6637,9169550,195,144
6638,9192351,296,115
6639,9104005,210,117
6640,9228186,584,149
6641,9103996,32,101
6642,9192363,639,147
6643,9215490,581,108
6644,9192351,386,126
6645,9103996,277,142
6646,9103996,582,101
6647,9150913,666,141
6648,9192351,230,115
6649,9192351,286,129
6650,9228186,557,127
6651,9187887,207,124
6652,9187887,404,135
6653,9104005,301,143
6654,9192351,331,123
6655,9215490,407,108
6656,9169550,581,136
6657,9192351,52,121
6658,9104005,689,143
6659,9103996,371,105
6660,9103996,693,125
6661,9192351,579,123
6662,9103996,552,105
6663,9228186,591,149
6664,9103996,588,105
6665,9192363,110,116
6666,9104005,609,107
6667,9228186,635,127
6668,9187887,552,106
6669,9215490,70,120
6670,9103996,252,118
6671,9169550,113,136
6672,9169550,582,136
6673,9169550,23,110
6674,9192363,677,147
6675,9192351,498,126
6676,9150913,336,112
6677,9104005,526,107
6678,9228186,397,130
6679,9169550,427,136
6680,9104005,157,117
6681,9192363,582,147
6682,9169550,634,144
6683,9169550,56,144
6684,9150913,327,141
6685,9228186,213,130
6686,9150913,13,109
6687,9169550,487,136
6688,9150913,425,141
6689,9215490,429,108
6690,9169550,417,136
6691,9104005,280,114
6692,9104005,221,117
6693,9103996,144,131
6694,9187887,77,106
6695,9192351,227,115
6696,9192351,102,115
6697,9192351,475,129
6698,9104005,79,143
6699,9104005,331,117
6700,9150913,560,109
6701,9104005,555,107
6702,9104005,201,117
6703,9228186,349,149
6704,9192351,157,100
6705,9150913,143,141
6706,9187887,627,145
6707,9169550,248,110
6708,9103996,382,118
6709,9215490,477,120
6710,9192363,265,116
6711,9192363,70,119
6712,9192351,258,121
6713,9103996,69,105
6714,9150913,225,112
6715,9169550,385,144
6716,9169550,138,144
6717,9228186,689,149
6718,9150913,199,141
6719,9169550,555,132
6720,9103996,495,105
6721,9103996,291,101
6722,9215490,524,148
6723,9150913,567,141
6724,9103996,443,142
6725,9187887,676,124
6726,9103996,582,113
6727,9192351,360,100
6728,9192351,543,129
6729,9169550,568,110
6730,9192363,523,119
6731,9169550,483,110
6732,9103996,618,131
6733,9103996,125,125
6734,9104005,147,114
6735,9169550,458,110
6736,9192351,1,121
6737,9228186,253,127
6738,9187887,386,106
6739,9192351,222,123
6740,9169550,571,110
6741,9187887,176,135
6742,9150913,7,133
6743,9192351,503,121
6744,9187887,485,106
6745,9187887,25,145
6746,9103996,559,142
6747,9192363,160,140
6748,9228186,528,102
6749,9169550,97,136
6750,9169550,420,110
6751,9103996,275,131
6752,9228186,528,104
6753,9228186,638,122
6754,9192351,309,129
6755,9104005,571,143
6756,9169550,471,110
6757,9192351,690,129
6758,9104005,331,114
6759,9169550,175,144
6760,9104005,474,117
6761,9192351,204,123
6762,9192351,276,121
6763,9187887,450,145
6764,9228186,137,149
6765,9103996,263,125
6766,9228186,430,122
6767,9192363,468,116
6768,9215490,602,148
6769,9169550,458,144
6770,9192363,262,140
6771,9192363,637,147
6772,9169550,297,144
6773,9187887,162,124
6774,9228186,382,122
6775,9192363,518,119
6776,9103996,267,113
6777,9187887,403,135
6778,9187887,487,145
6779,9169550,480,144
6780,9104005,410,107
6781,9169550,608,136
6782,9192351,147,146
6783,9104005,276,143
6784,9187887,598,135
6785,9169550,72,132
6786,9150913,583,103
6787,9187887,613,145
6788,9228186,451,130
6789,9187887,595,145
6790,9215490,670,128
6791,9104005,467,117
6792,9103996,178,125
6793,9192363,448,140
6794,9104005,240,107
6795,9192351,450,100
6796,9169550,242,132
6797,9169550,118,136
6798,9228186,405,102
6799,9104005,296,107
6800,9169550,667,110
6801,9103996,321,101
6802,9150913,360,103
6803,9187887,553,145
6804,9215490,628,108
6805,9104005,508,107
6806,9187887,317,145
6807,9104005,645,117
6808,9103996,44,137
6809,9103996,690,131
6810,9104005,512,143
6811,9103996,201,118
6812,9103996,515,137
6813,9228186,592,104
6814,9103996,386,131
6815,9192363,521,116
6816,9192351,421,123
6817,9150913,657,141
6818,9192351,493,123
6819,9192351,562,129
6820,9150913,72,141
6821,9150913,680,109
6822,9103996,333,101
6823,9169550,617,132
6824,9103996,263,101
6825,9103996,316,131
6826,9187887,59,135
6827,9187887,252,135
6828,9215490,639,148
6829,9150913,667,103
6830,9104005,37,114
6831,9215490,39,120
6832,9192351,153,100
6833,9192351,401,121
6834,9215490,585,139
6835,9150913,350,133
6836,9192351,539,138
6837,9228186,521,104
6838,9187887,642,145
6839,9103996,671,142
6840,9192351,405,129
6841,9228186,576,122
6842,9104005,132,107
6843,9169550,621,136
6844,9169550,624,110
6845,9215490,484,139
6846,9192351,355,129
6847,9104005,603,114
6848,9187887,295,135
6849,9187887,57,106
6850,9192351,491,129
6851,9103996,341,113
6852,9104005,122,114
6853,9192363,589,140
6854,9192351,261,100
6855,9104005,342,143
6856,9228186,567,104
6857,9103996,659,131
6858,9192363,306,147
6859,9228186,372,149
6860,9228186,527,149
6861,9192351,397,115
6862,9215490,285,148
6863,9103996,121,111
6864,9169550,500,144
6865,9150913,125,103
6866,9192363,513,116
6867,9228186,135,122
6868,9192351,5,115
6869,9228186,367,149
6870,9228186,218,122
6871,9187887,93,145
6872,9192351,607,100
6873,9187887,415,106
6874,9192363,672,147
6875,9192351,107,126
6876,9150913,573,133
6877,9103996,361,125
6878,9150913,604,141
6879,9192363,3,119
6880,9192351,401,123
6881,9150913,480,112
6882,9169550,5,136
6883,9215490,371,120
6884,9228186,409,122
6885,9169550,567,144
6886,9103996,86,137
6887,9192351,281,121
6888,9104005,72,143
6889,9187887,537,135
6890,9228186,529,130
6891,9103996,285,105
6892,9103996,570,142
6893,9187887,435,106
6894,9192351,633,138
6895,9150913,242,112
6896,9187887,115,106
6897,9104005,40,107
6898,9150913,194,112
6899,9103996,306,105
6900,9103996,691,118
6901,9150913,670,141
6902,9103996,454,142
6903,9215490,560,148
6904,9103996,15,113
6905,9228186,80,102
6906,9192351,641,121
6907,9192351,204,100
6908,9104005,517,143
6909,9103996,106,131
6910,9192363,8,119
6911,9150913,378,141
6912,9169550,538,144
6913,9192351,164,115
6914,9103996,288,131
6915,9192351,12,115
6916,9192351,316,129
6917,9192363,9,119
6918,9187887,466,135
6919,9228186,210,127
6920,9187887,670,135
6921,9215490,230,120
6922,9215490,309,139
6923,9103996,194,118
6924,9192363,97,116
6925,9187887,61,145
6926,9103996,79,142
6927,9150913,544,133
6928,9103996,372,113
6929,9103996,8,131
6930,9169550,375,144
6931,9192351,110,126
6932,9103996,573,134
6933,9192363,289,119
6934,9103996,527,134
6935,9103996,567,125
6936,9228186,556,149
6937,9215490,67,120
6938,9150913,556,109
6939,9169550,523,144
6940,9192363,563,116
6941,9192363,571,147
6942,9192351,348,126
6943,9150913,376,109
6944,9192351,562,138
6945,9103996,119,101
6946,9103996,588,111
6947,9187887,515,106
6948,9103996,666,113
6949,9103996,698,111
6950,9228186,545,149
6951,9150913,297,112
6952,9192363,613,119
6953,9192351,319,146
6954,9192363,615,140
6955,9228186,697,104
6956,9215490,34,148
6957,9192351,687,146
6958,9103996,227,113
6959,9228186,38,122
6960,9187887,331,124
6961,9169550,458,110
6962,9215490,79,148
6963,9103996,452,137
6964,9215490,621,148
6965,9150913,278,112
6966,9215490,35,139
6967,9192351,272,100
6968,9192363,582,116
6969,9228186,607,104
6970,9192351,553,121
6971,9228186,269,149
6972,9228186,182,104
6973,9215490,267,128
6974,9192351,270,146
6975,9104005,430,117
6976,9192363,576,116
6977,9192351,474,146
6978,9150913,281,112
6979,9215490,106,108
6980,9103996,600,118
6981,9192363,104,147
6982,9192351,207,100
6983,9104005,696,107
6984,9103996,448,101
6985,9103996,587,125
6986,9192351,564,100
6987,9228186,588,127
6988,9215490,428,148
6989,9169550,73,110
6990,9103996,12,101
6991,9103996,580,125
6992,9104005,299,117
6993,9192351,255,129
6994,9192351,144,100
6995,9169550,300,144
6996,9192351,693,100
6997,9104005,219,117
6998,9103996,222,137
6999,9150913,575,103
7000,9103996,110,105
7001,9150913,619,112
7002,9103996,393,134
7003,9169550,376,136
7004,9103996,613,101
7005,9169550,479,132
7006,9150913,453,133
7007,9228186,131,102
7008,9187887,33,145
7009,9192363,213,140
7010,9103996,473,113
7011,9215490,170,128
7012,9187887,323,106
7013,9215490,359,128
7014,9192351,42,126
7015,9150913,447,103
7016,9192363,663,147
7017,9192351,660,146
7018,9192363,510,140
7019,9192351,298,100
7020,9215490,474,128
7021,9192351,10,100
7022,9192351,606,100
7023,9192351,273,126
7024,9169550,52,132
7025,9192351,521,146
7026,9150913,355,103
7027,9228186,548,127
7028,9215490,414,139
7029,9169550,311,110
7030,9103996,46,137
7031,9103996,500,101
7032,9192363,547,119
7033,9150913,275,109
7034,9192351,199,129
7035,9215490,16,108
7036,9103996,71,105
7037,9192351,25,115
7038,9215490,41,108
7039,9228186,676,149
7040,9192351,247,126
7041,9192351,72,138
7042,9215490,321,139
7043,9103996,148,137
7044,9228186,480,122
7045,9192363,699,119
7046,9192363,625,116
7047,9187887,94,135
7048,9192351,449,146
7049,9192351,322,115
7050,9169550,391,136
7051,9228186,171,149
7052,9104005,422,143
7053,9104005,351,107
7054,9103996,454,131
7055,9187887,541,124
7056,9192363,504,147
7057,9104005,67,117
7058,9104005,417,117
7059,9192351,522,126
7060,9192363,67,140
7061,9228186,7,127
7062,9103996,507,137
7063,9169550,500,144
7064,9192363,54,116
7065,9192363,381,147
7066,9192351,488,100
7067,9150913,139,103
7068,9192363,186,147
7069,9150913,179,133
7070,9187887,273,145
7071,9215490,552,108
7072,9192351,374,115
7073,9103996,287,118
7074,9192363,617,119
7075,9103996,236,125
7076,9192351,462,121
7077,9228186,349,102
7078,9192363,584,147
7079,9215490,659,108
7080,9103996,76,137
7081,9228186,83,149
7082,9192363,186,140
7083,9103996,201,137
7084,9104005,471,117
7085,9192351,204,121
7086,9103996,621,125
7087,9103996,326,113
7088,9192351,40,138
7089,9150913,687,109
7090,9103996,589,142
7091,9187887,43,124
7092,9192351,21,115
7093,9103996,613,111
7094,9192363,487,116
7095,9104005,93,143
7096,9150913,335,133
7097,9228186,546,130
7098,9103996,174,113
7099,9103996,376,113
7100,9192351,645,123
7101,9192363,414,116
7102,9103996,117,142
7103,9192351,170,100
7104,9150913,645,103
7105,9104005,282,143
7106,9103996,491,105
7107,9187887,180,124
7108,9150913,183,112
7109,9103996,79,118
7110,9215490,117,108
7111,9187887,277,135
7112,9150913,181,133
7113,9103996,176,118
7114,9150913,623,141
7115,9103996,365,105
7116,9103996,120,105
7117,9103996,440,134
7118,9215490,491,120
7119,9104005,336,107
7120,9104005,331,114
7121,9150913,334,112
7122,9169550,356,110
7123,9187887,427,135
7124,9103996,155,134
7125,9192351,401,121
7126,9192363,379,119
7127,9215490,118,148
7128,9104005,647,117
7129,9192363,593,116
7130,9103996,221,137
7131,9150913,462,109
7132,9228186,225,104
7133,9215490,503,148
7134,9104005,184,107
7135,9228186,32,102
7136,9215490,165,139
7137,9192351,418,115
7138,9103996,508,118
7139,9192351,429,138
7140,9104005,496,107
7141,9192351,587,129
7142,9103996,1,134
7143,9192363,696,147
7144,9192351,590,115
7145,9150913,153,109
7146,9192363,189,140
7147,9215490,502,139
7148,9104005,65,117
7149,9215490,99,139
7150,9103996,637,142
7151,9104005,232,143
7152,9104005,243,143
7153,9215490,137,120
7154,9103996,211,131
7155,9104005,103,114
7156,9192351,522,126
7157,9103996,101,105
7158,9192363,375,116
7159,9228186,530,149
7160,9192351,430,129
7161,9228186,231,122
7162,9192351,192,115
7163,9228186,523,149
7164,9103996,484,105
7165,9103996,37,125
7166,9103996,389,101
7167,9169550,358,110
7168,9192363,248,147
7169,9187887,630,135
7170,9150913,394,109
7171,9187887,646,135
7172,9192363,225,116
7173,9103996,151,101
7174,9187887,90,124
7175,9192351,684,129
7176,9192363,168,140
7177,9192363,414,140
7178,9103996,447,113
7179,9104005,487,143
7180,9103996,376,125
7181,9228186,432,122
7182,9103996,376,134
7183,9192351,99,129
7184,9187887,140,145
7185,9103996,32,113
7186,9103996,26,105
7187,9150913,528,141
7188,9150913,215,109
7189,9228186,355,122
7190,9150913,651,112
7191,9104005,333,107
7192,9187887,38,135
7193,9104005,193,107
7194,9103996,281,105
7195,9228186,185,127
7196,9192351,158,129
7197,9150913,95,133
7198,9169550,548,110
7199,9104005,142,143
7200,9192351,87,123
7201,9104005,469,114
7202,9103996,663,105
7203,9103996,152,125
7204,9228186,420,127
7205,9192363,137,147
7206,9150913,566,109
7207,9192363,428,147
7208,9169550,589,132
7209,9169550,517,144
7210,9169550,580,136
7211,9192363,22,147
7212,9187887,452,124
7213,9104005,240,114
7214,9150913,415,112
7215,9103996,699,118
7216,9103996,697,137
7217,9192351,103,115
7218,9187887,47,124
7219,9169550,37,144
7220,9192351,58,100
7221,9103996,54,137
7222,9192363,55,147
7223,9192351,4,121
7224,9187887,483,145
7225,9169550,234,132
7226,9192363,555,119
7227,9104005,495,143
7228,9103996,376,101
7229,9215490,394,128
7230,9103996,297,125
7231,9104005,309,143
7232,9192351,14,121
7233,9228186,554,130
7234,9228186,556,130
7235,9215490,153,148
7236,9215490,142,128
7237,9192363,644,147
7238,9228186,543,149
7239,9103996,167,134
7240,9192351,253,123
7241,9150913,633,109
7242,9103996,464,111
7243,9103996,164,101
7244,9192351,630,123
7245,9103996,620,142
7246,9215490,209,108
7247,9150913,85,133
7248,9103996,358,105
7249,9228186,68,122
7250,9103996,397,101
7251,9150913,371,133
7252,9103996,683,118
7253,9192363,103,147
7254,9103996,505,118
7255,9150913,341,133
7256,9215490,548,148
7257,9104005,111,143
7258,9228186,20,149
7259,9187887,301,106
7260,9192363,457,147
7261,9104005,164,143
7262,9192351,322,115
7263,9103996,464,111
7264,9192351,618,146
7265,9104005,316,114
7266,9150913,57,103
7267,9192351,480,123
7268,9104005,126,117
7269,9103996,369,113
7270,9103996,54,111
7271,9192363,297,116
7272,9150913,627,141
7273,9187887,288,106
7274,9215490,409,108
7275,9192363,239,147
7276,9215490,83,108
